INN_key,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
ACIDUM CROMOGLICICUM,5334.6426919637815,5547.3125899774495,9881.89026676571,11430.631366573649,14240.586804797316,17298.474513753587,14840.83643929593,47782.90813810712,26726.838055533415,8754.725347851772,5778.278940083785,6138.630372246722
ACIDUM ETACRYNICUM,1.58063706171848,0.044333778484787534,0.0,0.4821498319564167,1.3024719746695796,0.994505682171591,0.0,0.0,0.0,0.0,0.0,0.031190660534571868
ACIDUM FOLICUM+FERRI (III) HYDROXYDI POLYMALTOSUM COMPLEXUS*,5960.733537715238,5808.892652577277,5285.875959915642,6290.885021235071,6017.69908573935,5960.593952791508,5854.733461881971,5932.187484603077,5676.5463182286985,5783.20740057793,5748.602281906051,5721.699802417284
ACIDUM FOLICUM+FERRI SULFAS*,7069.6518959592695,6865.3617826913805,7115.534851343536,5729.664465531718,6453.654916148729,7266.074835908801,8144.97993098332,8744.0547663094,9122.686193836726,8132.673695125048,8302.33045542217,8367.949422926333
ACIDUM FORMICUM*,35853.31101597889,38873.38038942754,75937.99665173187,39003.97442512078,40896.54340737733,43799.20775672802,42281.37599975397,43083.075357720176,43590.96680763857,47371.57553111871,47325.05967344827,45224.978550857326
ACIDUM FORMICUM*+SPIRITUS AETHYLICUS*,4207.972638672863,3928.5044298734174,8936.40551425915,5869.750927170805,5091.098452182085,4387.268783688005,4912.465681363837,4083.9861169010846,2084.2184134066783,2645.0303778321977,3471.4694267816467,3067.976706028833
ACIDUM FUSIDICUM,965.8730447978847,1192.5957233225104,995.3157586123401,550.3372793143355,564.037588346062,643.0301280415737,996.4660522681132,1227.9150841194762,1045.1086020706969,1029.2721089018046,1147.2044068368207,1332.7629376549642
ACIDUM FUSIDICUM+BETAMETHASONUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM GADOPENTETICUM,10.810045846851928,0.0,0.0,0.0,0.0,0.28553736509565936,0.0,0.36834936897928555,0.8412830507528323,0.0,0.0,0.06086565536862731
ACIDUM GADOTERICUM,493.91461277883565,651.0898929266987,553.5049433856394,488.2114100934423,510.7210098003346,564.3519159064986,575.62666713208,603.8616944531952,713.4285426507379,594.488847549422,575.1271178090195,652.8453603573477
ACIDUM GADOXETICUM,0.0,0.0,0.0,0.0,0.0,0.0,0.09247116020935708,0.0,0.0,0.0,0.0,1.3236217314146024
ACIDUM GAMMA-AMINOBUTYRICUM*,15268.361009291706,15299.281777068994,15228.25038323304,12367.789660106475,13135.653873547433,12474.461236242401,13421.354718340588,14653.223095961339,14578.432590000148,15040.057777173399,14355.088718854211,14865.793464141065
ACIDUM GAMMA-AMINOBUTYRICUM*+PIRACETAMUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM GLUTAMICUM,1825.2004200918354,2641.0506403368972,2785.9967236738185,1914.36589748423,2192.49354367343,2391.582767765662,2769.4172541803214,2702.46595045292,2620.6204146118735,2513.0398930799074,2136.113382995207,1585.1780820683184
ACIDUM GLUTAMICUM+GLYCINUM+PYRIDOXINUM,0.0,0.0,0.7046218896310845,0.0,0.0,0.0,2.063920849227447,2.7013628037849493,7.1550101404700985,0.0,0.0,0.23810904383138265
ACIDUM GLYCYRRHIZICUM,538.961828443986,595.4929319791569,480.01570744413743,407.24382045296534,457.63900349687117,530.7582425688395,606.9871264632576,674.0733262156359,613.756178654382,585.6403532422223,591.6395855493383,578.8404640318746
ACIDUM GLYCYRRHIZICUM+CYSTEINUM+GLYCINUM,670.400515798173,688.9577223869418,576.0782893806576,368.99594469833096,468.64287067517034,477.3540131793426,551.088128905381,581.9394232089127,624.2916603744388,630.4626518295602,636.5550467163583,720.4493643484974
ACIDUM GLYCYRRHIZICUM+PHOSPHOLIPIDES*,3.2462228563386457,4.488996127733268,24.590462202476093,15.663682519897453,25.982306231461664,0.0,0.0,0.0,0.0,0.0,0.0,0.6670654970588297
ACIDUM HOPANTENICUM,16424.706986247857,15343.125408533415,14443.644562977588,11780.087503148658,13296.716671901238,13777.695623519026,14332.543601428988,15614.418800372681,16235.868576143366,17222.155213375634,16468.106139777177,16882.96169751414
ACIDUM IBANDRONICUM,2280.1638142876586,2099.524494178278,2172.1379775183927,1699.1021036181035,1831.4799439254912,1812.53355559902,1996.3533843654618,2001.0877868062332,2199.12544818647,2326.235716718278,2393.4380709713428,2402.296093801414
ACIDUM LACTICUM+ACIDUM SALICYLICUM*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM LACTICUM+ACIDUM SALICYLICUM*+POLIDOCANOLUM,8.245668139736003,0.0,8.062990314900118,15.22443582219937,31.639929043820935,0.0,0.0,44.63054472712474,32.84896343088989,1.311635209684157,0.0,0.0
ACIDUM MEFENAMICUM,309943.12633603043,288807.36790038587,288852.21025500994,154477.8784418489,111540.46889445989,87320.05075968843,89359.41655501099,120169.24669440887,247500.74550906685,310875.92446393304,263682.1711309658,282632.18796773173
ACIDUM METHYLSILICICUM*,64246.30608797576,55111.0273245356,54242.56491867372,43740.08279887445,47408.868107925286,48600.34736005622,54355.23216665119,61352.247816817435,56182.68254184065,54284.7293267495,51315.805759566814,58962.722710710914
ACIDUM MYCOPHENOLICUM,482.78139703452734,633.9491803973859,670.9323532393817,570.049837664687,600.5447713566401,577.3832644619114,589.7970050978373,648.3237437582868,754.2296808383551,732.0057766541186,813.3759994584384,952.5495238536028
ACIDUM NICOTINOYL-GAMMA-AMINOBUTYRICUM*,1.350693110484428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM OROTICUM,6870.554499219794,7054.356121196797,7197.405469625857,5945.842599216563,6833.249553736585,7247.71316820006,7532.723310618296,7692.547475400344,7397.52285807344,7097.331215059375,6556.849951495581,6490.636991492003
ACIDUM PAMIDRONICUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.382261701833307,0.0,0.0
ACIDUM PIPEMIDICUM,7232.799211893244,6666.9464383077375,5948.6264585057415,4380.210313730551,3701.7872369768074,3428.5946146402193,3674.9531558373546,3761.5922278614717,3596.108924547173,3727.134920962141,4288.935557160522,5023.3559051856355
ACIDUM RISEDRONICUM,852.9888754064284,787.0429809300086,786.8863438706843,597.2759127450365,625.53564636633,706.381911785176,837.0030026420648,812.9567538493872,918.6202333370569,939.7274954490042,917.0813836603737,976.7533727512808
ACIDUM RYBONUCLEINICUM*,7214.387381098956,6446.411392173601,3184.7456603275664,2195.8569341449875,209.31181249317297,0.0,0.0,0.0,3284.4313997387294,10150.009481439409,6261.223806094198,3833.369125112282
ACIDUM SALICYLICUM*,143712.26794555606,139537.62680684295,217320.84241396518,141716.317829631,151137.6939634132,172277.36197940604,176213.54388349887,187491.29528128682,162348.52629808505,154456.622652943,146166.3028789578,146468.51768257158
ACIDUM SALICYLICUM*+BETAMETHASONUM,45960.88587171305,44957.69896881315,46437.655607315675,40328.35747894015,41516.70953706218,40123.93054438225,39334.27511106076,39392.82332522602,39130.63845738067,39372.05752392685,41015.483737986244,43052.24407005621
ACIDUM SALICYLICUM*+CAPSICUM ANNUUM+RICINUS COMMUNIS,6782.483639205173,5721.042109458748,4805.798884161192,4754.92310242273,4727.8280755315445,4258.467252518178,4638.001792607068,6477.669423177764,7950.105926133902,7979.576326998397,7545.716646189578,6255.876900042103
ACIDUM SALICYLICUM*+CLOTRIMAZOLUM,7.510928769402014,5.264593675920023,4.924390327387206,3.1192121365561096,8.709907845541643,4.499283759352975,6.110105867748817,1.125101860999945,4.672963044863592,5.3543461598091335,2.677875109282474,3.3681426015572233
ACIDUM SALICYLICUM*+FLUMETASONUM,3880.798775141126,3698.9396948360604,4000.5803181718898,3307.9255044204374,3409.5559409991597,3374.2729778420194,3376.977694896191,3423.7477561194114,3169.841692677872,3219.410329504523,3322.121126545727,3693.3732517585736
ACIDUM SALICYLICUM*+FLUOROURACILUM,3547.62183039743,3323.1112731767635,3575.294551879252,3715.826099320265,3965.835061752097,4084.680756176584,4125.429436195197,4089.224904689108,3980.3218039632598,3837.970647861602,3708.341847459299,3623.696131616478
ACIDUM SALICYLICUM*+MOMETASONUM,5883.013274174496,5698.040180053732,6053.140302367568,5321.873797829083,5563.865991808743,4828.76114460292,4341.382664448706,4781.975277935785,4605.420766335894,4784.5089546664285,4943.665702941304,5192.36369917165
ACIDUM SALICYLICUM*+UREA PURA*,169.16662446571118,165.20049353452399,138.88450582208324,105.70823268463968,42.97853120719392,14.335687057746306,7.103528770697224,0.0,0.0,0.0,0.0,3.0091336392982697
ACIDUM SALICYLICUM*+ZINCI OXYDUM*,22146.824039276187,21637.273042008317,22423.524915436043,20258.97188542023,23872.463332649582,22730.276761675086,24995.043376137495,25393.15293894944,22780.485260441004,22133.624188876267,21146.078402866486,20630.91764530068
ACIDUM SUCCINICUM+INOSINUM+MEGLUMINUM+METHIONINUM,232.89117143857868,209.39669188777532,223.68016748581007,191.8100072029152,144.46053821527676,12.308822263843439,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM SUCCINICUM+INOSINUM+NICOTINAMIDUM+RIBOFLAVINUM,336.17954999772945,326.7001742261491,403.21227248071364,142.58697106011627,180.55673994811352,74.47742562927837,189.98828226395062,90.74800130445504,0.0,0.0,92.36138783031873,48.36517254276873
ACIDUM THIOCTICUM*,43613.72624437386,46118.31793414085,44230.03937692414,34479.156622120485,38678.63290924728,38485.30162991843,39111.99389742506,39714.50780240007,41417.95581734979,44390.22792027929,46102.69889359261,44764.33096321298
ACIDUM TIAZOTICUM,71027.21302960545,76184.35733581585,77362.26353227068,56041.185640921096,56789.14647932793,49316.00950153992,51070.69387079605,54251.31971768747,60159.16154668711,73994.25776137339,78791.69348460888,74335.60441468384
ACIDUM TIAZOTICUM+AMIODARONUM,5.0269110386840286,1.3968105220239053,10.145725631363561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIDUM TIAZOTICUM+CRATAEGUS L.*&+DIPYRIDAMOLUM+HERBA MELISSAE,0.0,0.0,12.72975475733809,0.6617415930087516,0.0,0.0,0.0,0.0,0.0,62.48622180826363,0.0,0.0
ACIDUM TIAZOTICUM+PIRACETAMUM,27294.224313411512,29375.05196140281,30662.458916083713,22867.096116116292,24508.21231243022,21342.039705769206,21567.16405672826,22167.072373783358,25200.7226637153,28505.639331948703,29324.914702823287,27611.843835810818
ACIDUM UNDECYLENICUM+ZINC UNDECYLENATE,9.115260278801275,3.6637598030516694,20.782390542207477,13.195526253287602,3.269465941907194,0.0,0.0,0.0,0.0,0.0,0.0,0.21267830728561243
ACIDUM VALPROICUM,37015.736867666,39868.1389098121,44917.5169879302,35255.347094825884,34184.43122474367,34149.194973079124,35659.977616148695,36793.58537500558,37139.80122649231,38538.05315208292,38762.22913695664,41202.76356925682
ACORUS CALAMUS*&,6056.600705527626,6210.421947558679,6124.723668107663,3238.2573714709997,3134.8090610858135,2412.2947397018115,2763.948009518754,3093.460152296454,3829.0533934427594,4536.49031328395,5023.2965760810475,5383.27431324287
ACORUS CALAMUS*&+BISMUTHI SUBNITRAS*+FRANGULA ALNUS*&+MAGNESII CARBONAS+NATRII HYDROCARBONAS*,3263.2115998694812,2732.7347745392935,2860.366480654693,1934.4550119265632,1718.031403323609,1230.8140828207952,1714.278992798094,1921.398487159483,2131.588449028144,2449.931184902623,2584.5497399817555,2806.537350424612
ACORUS CALAMUS+ANETHUM GRAVEOLENS+GLYCYRRHIZA GLABRA/URALENSIS+MATRICARIA CHAMOMILLA+MENTHA PIPERITA,932.3578103340644,812.4293572960795,692.9003606339608,251.01172907253408,101.18578959166223,0.0,0.0,55.80962435072934,173.70196888729419,441.1860102848151,601.5618091711008,702.1922140483981
ACORUS CALAMUS+FRANGULA ALNUS+MENTHA PIPERITA+URTICA DIOICA+VALERIANA,1588.6009808325605,1432.6423877104262,1173.5525035433661,708.9723865403656,462.21248326861235,184.5539509818575,234.7137154831005,335.2333174147425,537.7579892907037,815.8427171221202,1060.9422897179006,1085.4565381251718
ACORUS*&+ARNICA*&+BENZOCAINUM+QUERCUS*&+MENTHA*&+MATRICARIA*&+THYMUS*&+SALVIA*&,2412.071891293071,2227.147109006228,2271.357487789146,2051.973595427873,2018.2082861512472,2102.5990433423385,2235.4266537076037,2403.6253466122084,2354.9657055482844,2341.4457973095377,2343.652075330933,2368.6137023604406
ACORUS+ALTHAEA+SAMBUCUS+INULA+URTICA+TILIA+MENTHA+CALENDULA+MATRICARIA+GLYCYRRHIZA+THYMUS+SALVIA*&,42284.86066290234,34729.513446555764,29938.64165802974,11923.815011760198,195.1648792958258,0.0,0.0,0.0,15888.462455911915,39883.058757373525,34043.19178309408,32469.695388221775
ACORUS+ALTHAEA+SAMBUCUS+URTICA+MENTHA+CALENDULA+ARTEMISIA+MATRICARIA+GLYCYRRHIZA+SOPHORA+ACHILLEA+HELICHRY+SALVIA+ROSA*&,14268.302306530215,13037.005584419807,11502.60802395849,8402.72059281644,7237.055265129813,4821.568420207517,5363.170761496687,6474.878051755033,8191.235701188718,10330.852837962668,11468.497964608841,12603.062683152782
ACORUS+ARNICA+QUERCUS+MENTHA+MATRICARIA+THYMUS+SALVIA*&,8843.136119675837,8212.200979443449,8739.3343943484,7331.848253363216,7097.35846766593,7675.545366198958,8403.816012116238,8807.413655940923,8411.095698091529,8140.925658902872,7910.856754642805,8042.3727583256095
ACORUS+URTICA+CALENDULA+MATRICARIA+SOPHORA+CHELIDONIUM+ROSA L.*&,5299.993042857336,5031.190994493626,4866.807830267786,3650.2049733522435,3760.0527622849404,3710.9666678962258,4594.364666850384,5201.534740478839,5293.491673846733,5244.9104950061765,4967.752026398861,5443.330125978137
ACRIVASTINUM,0.0,0.0,0.0,0.0,0.0,2.1456704224465484,0.0,0.0,2.8633396872371493,0.0,0.0,0.0
ADALIMUMAB,370.9830692229266,367.638084226434,391.39451645708107,397.0076824694397,404.9550355071676,426.15013816519115,445.80424051945107,421.2195426307,375.0282045475402,364.8731543088534,355.5127343457451,440.0912186030995
ADAPALENUM,2351.1465834603387,2228.4281674315757,2211.901693291533,2356.757972662466,2109.48725484218,1551.4497392689188,1355.732385493277,2011.9355611557314,1792.9955603686624,1472.9554184219744,1448.3667635475915,1796.087698331053
ADAPALENUM+BENZOYLI PEROXIDUM*,9311.41851178536,8987.77647630095,8607.018285769424,8739.871747943133,8993.554680186819,8902.387608996982,9274.222434545294,9813.331061994853,9762.600001250594,9013.968936722213,9351.451268598907,10199.19262706043
ADAPALENUM+CLINDAMYCINUM,15550.595210965816,13720.760831226804,13238.182951997971,11870.789873177286,13400.891834683116,13635.957828450153,14610.144648026171,15662.023728249356,15551.969016990282,14711.770872545407,15983.71878155188,16037.139533319441
ADEMETIONINUM,50399.04592312701,51083.086058733235,47865.89972014958,42124.465002214034,42783.24358079696,42213.20159659468,42758.40356216421,43395.06708755123,44417.094660792194,49173.55507231634,51988.22335446704,52019.64833311895
ADENOSINI PHOSPHAS,302.5828707314053,323.0967869206343,328.2301395871482,338.54735690708264,326.2539456477667,340.6565372381629,342.6869315357856,340.3621384052735,346.2264172180333,382.33531437690147,355.5096989645725,366.02179660960627
ADENOSINI PHOSPHAS+CYTOCHROMUM C*+NICOTINAMIDUM,46540.2711503037,44586.815086135306,51298.1392499159,35224.38639605569,34764.38872808283,29218.111208819857,34337.13180852478,46161.481703404024,45261.41663442275,45540.964394353025,46287.81481741255,47550.03177097549
ADONIS VERNALIS*&+ARNICA MONTANA/FOLIOSA NUTT./CHAMISSONIS LESS.*&+JUNIPERUS COMMUNIS*&+MENTHA PIPERITA,977.6629802491713,1164.4345156667193,1381.7839446120388,834.1356883795753,614.9124840048854,545.8485211164145,546.8575514169188,574.4373762686026,539.002236761231,746.9427257666144,943.8929175822025,1010.1324716459536
AERVA LANNATA*&,5626.7867647599605,5582.882923865514,4875.70828265871,3283.4434012020192,3105.0383275454187,2434.375500128892,2532.165269704423,2240.6791168735986,2372.0430261176916,3002.4505850217206,3774.154263653694,4253.030038068025
AESCINUM*,3199.983492445465,3179.696039646934,3408.379942037173,3382.842528578428,4165.137262440494,5094.014914159212,4798.446500163249,4030.282433595543,3209.279044970442,2930.4281986994242,2714.536186311674,2714.622441030537
AESCINUM*+DIETHYLAMIN,902.4545067643,958.9841135806133,746.960204590764,515.3838829559829,796.0796312052573,927.3010353617764,987.1225642440907,998.8849929070414,940.3441413945011,864.378665741568,807.4386907763209,910.853116361222
AESCINUM*+HEPARIN SODIUM,0.0,150.7624932596821,230.9081818515984,138.02027381988017,256.69508848925386,442.34688131950145,492.4970566784482,312.18033806035396,87.54850426062708,66.83617831559425,93.66505865431643,112.2909040200428
