ATC4,INN,sales_2022,sales_2023,peer_share_2023,peer_share_2022
D11A X Other dermatologicals,FLADEXANUM*,5571.130000000001,5566.910000000001,0.012439046402415223,0.01264501623783298
D11A X Other dermatologicals,IVERMECTINUM,16776.43,18985.880000000005,0.042423219040848004,0.038078133118930685
D11A X Other dermatologicals,MATRICARIA CHAMOMILLA*&,15435.23,10750.280000000002,0.02402108741814693,0.035033957919611766
D11A X Other dermatologicals,MINOXIDILUM,56679.58999999999,85662.27,0.1914090494486567,0.12864792885890575
D11A X Other dermatologicals,PYRITHIONUM ZINCUM,27331.06,34341.25,0.07673420304386845,0.06203439831725115
D11A X Other dermatologicals,UNKNOWN_SKU_134963,1240.2999999999997,1285.71,0.0028728695721772536,0.0028151584399904936
D11A X Other dermatologicals,UNKNOWN_SKU_134979,2196.6099999999997,2559.0499999999997,0.00571809885485856,0.004985733436158606
D11A X Other dermatologicals,UNKNOWN_SKU_134982,1561.1599999999999,1674.98,0.003742678423598989,0.0035434271951750055
D11A X Other dermatologicals,UNKNOWN_SKU_172918,0.0,0.0,0.0,0.0
D11A X Other dermatologicals,UNKNOWN_SKU_19913,0.0,0.0,0.0,0.0
D11A X Other dermatologicals,UNKNOWN_SKU_326096,388.61,43.5,9.719907785558992e-05,0.0008820436357048344
D11A X Other dermatologicals,UNKNOWN_SKU_434231,149.2,83.57000000000001,0.0001867339525607276,0.00033864519813479134
D11A X Other dermatologicals,UNKNOWN_SKU_439213,120.30999999999999,99.37,0.00022203844520712578,0.0002730724114450184
G01A A Antibiotics,CHLORAMPHENICOLUM,30197.770000000004,32248.159999999996,0.05727130440928959,0.05498640424488515
G01A A Antibiotics,CLINDAMYCINUM,61944.030000000006,86167.31,0.15302932760007468,0.11279241725919804
G01A A Antibiotics,CLINDAMYCINUM+CLOTRIMAZOLUM,0.0,0.0,0.0,0.0
G01A A Antibiotics,NATAMYCINUM,295305.67000000004,268713.99,0.4772241492328493,0.5377151010298659
G01A A Antibiotics,NEOMYCINUM+NYSTATINUM+POLYMYXINUM B,161738.65,175947.64,0.3124752187577865,0.294506077466051
G01A C Quinoline derivatives,CHLORQUINALDOLUM,26109.249999999996,18131.81,0.09889502253168786,0.1602973007885061
G01A C Quinoline derivatives,DEQUALINII CHLORIDUM,136770.91,165212.2,0.9011049774683123,0.8397026992114941
G01A D Organic acids,ASCORBIC ACID,0.0,0.0,nan,nan
G01A F Imidazole derivatives,BUTOCONAZOLUM,0.0,0.0,0.0,0.0
G01A F Imidazole derivatives,CHLORQUINALDOLUM+METRONIDAZOLUM,0.0,0.0,0.0,0.0
G01A F Imidazole derivatives,CLINDAMYCINUM+MICONAZOLUM,3858.4900000000002,325.67999999999995,0.0002800323639958482,0.003877853206860754
G01A F Imidazole derivatives,CLOTRIMAZOLUM,411778.39999999997,464880.85000000003,0.3997226830075514,0.41384484317854653
G01A F Imidazole derivatives,CLOTRIMAZOLUM+METRONIDAZOLUM+NEOMYCINUM,0.0,0.0,0.0,0.0
G01A F Imidazole derivatives,ECONAZOLUM,696.8,141.63,0.00012177899690718493,0.0007002967778951282
G01A F Imidazole derivatives,FENTICONAZOLUM,47740.469999999994,75284.88,0.06473287558199385,0.04798004781314441
G01A F Imidazole derivatives,KETOCONAZOLUM,155596.71000000002,163091.48,0.14023241430846725,0.15637754687727137
G01A F Imidazole derivatives,LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,4666.419999999999,9364.36,0.008051841894215678,0.00468983767265411
G01A F Imidazole derivatives,METRONIDAZOLUM,70745.17,87963.46,0.0756344130712793,0.0711001931725647
G01A F Imidazole derivatives,METRONIDAZOLUM+MICONAZOLUM,244659.86000000002,284514.74,0.2446368681953578,0.24588764586434153
G01A F Imidazole derivatives,SERTACONAZOLUM,50030.72,74372.35999999999,0.06394825530198435,0.05028179106167243
G01A F Imidazole derivatives,TINIDAZOLUM+TIOCONAZOLUM,5233.68,3068.99,0.0026388372782474158,0.0052599443750490455
G01A X Other antiinfectives and antiseptics,ACIDUM BORICUM*+DEXTROSUM*+OSARSOLUM,0.0,0.0,0.0,0.0
G01A X Other antiinfectives and antiseptics,ACIDUM GLYCYRRHIZICUM,4729.26,7276.959999999999,0.010008720990246318,0.0071877453505869065
G01A X Other antiinfectives and antiseptics,AZITHROMYCINUM+FLUCONAZOLUM+SECNIDAZOLUM,7343.969999999999,643.41,0.0008849452480616059,0.011161701031947855
G01A X Other antiinfectives and antiseptics,CHLORHEXIDINUM,117596.12999999999,124045.02,0.17061135356103707,0.17872796941900282
G01A X Other antiinfectives and antiseptics,CHLORHEXIDINUM+DEXPANTHENOLUM,33730.89000000001,37025.45,0.05092475409900776,0.051265747235013176
G01A X Other antiinfectives and antiseptics,EUCALYPTUS VIMINALIS*&,14843.17,16971.249999999996,0.023342234409110096,0.02255932770781709
G01A X Other antiinfectives and antiseptics,FURAZOLIDONUM,198152.41000000003,186185.47,0.25607924485882516,0.301161083062697
G01A X Other antiinfectives and antiseptics,MYRAMISTINUM*,18468.49,18985.95,0.026113250077610308,0.028069254625429935
G01A X Other antiinfectives and antiseptics,NIFURATELUM,52555.33,64681.11,0.08896231164242088,0.0798759909279804
G01A X Other antiinfectives and antiseptics,NIFURATELUM+NYSTATINUM,26750.940000000006,37189.4,0.051150250708354376,0.040657300425189
G01A X Other antiinfectives and antiseptics,POVIDONUM,67991.84,88681.76000000001,0.12197277335095788,0.10333710386780359
G01A X Other antiinfectives and antiseptics,PROMESTRIENUM+CHLORQUINALDOLUM,388.84999999999997,1.0,1.3753986541421582e-06,0.0005909919902005214
G01A X Other antiinfectives and antiseptics,UNKNOWN_SKU_49597,0.0,0.0,0.0,0.0
G01A X Other antiinfectives and antiseptics,UNKNOWN_SKU_554423,8923.969999999998,5111.73,0.007030666562338093,0.013563057196321837
G01A X Other antiinfectives and antiseptics,UNKNOWN_SKU_66229,53706.99,74180.27,0.1020274435219019,0.08162633639650124
G01A X Other antiinfectives and antiseptics,UNKNOWN_SKU_66230,52779.3,66083.15,0.09089067557147434,0.08021639076350877
G01B F Imidazole derivatives and corticosteroids,CHLORAMPHENICOLUM+HYDROCORTISONUM+METRONIDAZOLUM+NYSTATINUM,0.0,0.0,0.0,0.0
G01B F Imidazole derivatives and corticosteroids,MICONAZOLUM+NEOMYCINUM+ORNIDAZOLUM+PREDNISOLONUM,225135.59000000003,267945.18,0.39970082537504903,0.39516965579616986
G01B F Imidazole derivatives and corticosteroids,NEOMYCINUM+NYSTATINUM+ORNIDAZOLUM+PREDNISOLONUM,47896.92,77149.81,0.11508638720251736,0.08407115636446766
G01B F Imidazole derivatives and corticosteroids,NEOMYCINUM+NYSTATINUM+PREDNISOLONUM+TERNIDAZOLUM,296686.31,325269.35,0.48521278742243357,0.5207591878393626
G02A B Ergot alcaloids,METHYLERGOMETRINUM,285.21,412.56999999999994,1.0,1.0
G02A D Prostaglandins,DINOPROSTONUM,2121.7599999999998,2562.63,1.0,1.0
G02A X Other uterotonics,CAPSELLA BURSA-PASTORIS MEDIC.*&,10070.02,11383.78,1.0,1.0
G02B A Intrauterine contraceptives,LEVONORGESTRELUM,42522.810000000005,58967.46,1.0,1.0
G02B B Intravaginal contraceptives,BENZALKONII CHLORIDUM,227626.19,238996.99000000002,0.9402649621349746,0.9378064824141141
G02B B Intravaginal contraceptives,DECAMETOXINUM*,0.0,0.0,0.0,0.0
G02B B Intravaginal contraceptives,ETHINYLESTRADIOLUM+ETONOGESTRELUM,15095.73,15183.48,0.05973503786502559,0.06219351758588594
"G02C A Sympathomimetics, labor repressants",HEXOPRENALINUM,3698.91,3397.2200000000003,1.0,1.0
G02C B Prolactine inhibitors,BROMOCRIPTINUM,19622.159999999996,19166.829999999998,0.09607105642158281,0.1158082659939903
G02C B Prolactine inhibitors,CABERGOLINUM,149814.44999999998,180339.98,0.9039289435784174,0.8841917340060097
G02C B Prolactine inhibitors,QUINAGOLIDUM,0.0,0.0,0.0,0.0
G02C C Antiinflammatory products for vaginal administration,BENZYDAMINUM,29186.200000000004,34723.13,1.0,1.0
G02C X Other gynecologicals,AGNUS CASTUS*&,35231.32000000001,49043.83,0.06894962646040641,0.061669828607535386
G02C X Other gynecologicals,ALANINUM,76662.88,92501.34000000001,0.1300455702600521,0.13419272028865373
G02C X Other gynecologicals,ATOSIBANUM,8.85,7.08,9.953614049711807e-06,1.5491272628351367e-05
G02C X Other gynecologicals,CALAMAGROSTIS EPIGEIOS*+DESCHAMPSIA CAESPITOSA*,34548.560000000005,37512.61,0.052738141516576215,0.06047470755671808
G02C X Other gynecologicals,CALENDULA OFFICINALIS*&,16206.19,17662.749999999996,0.02483166618030327,0.028367740966877022
G02C X Other gynecologicals,CIMICIFUGA RACEMOSA*&,63345.5,124773.95000000001,0.17541691267768905,0.11088162828013914
G02C X Other gynecologicals,CLYCINE MAX&,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,SYGETHINUM*,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_103260,1.56,0.0,0.0,2.730665005675495e-06
G02C X Other gynecologicals,UNKNOWN_SKU_111504,1178.3299999999997,268.37,0.00037729539583632166,0.0020625798052164137
G02C X Other gynecologicals,UNKNOWN_SKU_12156,15483.119999999999,6635.03,0.009328040653708944,0.027102060232483568
G02C X Other gynecologicals,UNKNOWN_SKU_144098,130.65,0.78,1.0965845986970635e-06,0.00022869319422532273
G02C X Other gynecologicals,UNKNOWN_SKU_144101,0.0,37.540000000000006,5.277664850652278e-05,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_161579,43.47,385.96,0.0005426125534783572,7.609103063891908e-05
G02C X Other gynecologicals,UNKNOWN_SKU_174014,29.330000000000005,0.0,0.0,5.134000295927069e-05
G02C X Other gynecologicals,UNKNOWN_SKU_189194,10425.34,12.110000000000001,1.702517883361723e-05,0.018248789173249336
G02C X Other gynecologicals,UNKNOWN_SKU_19209,14829.59,16241.470000000001,0.022833520336154354,0.025958104141996965
G02C X Other gynecologicals,UNKNOWN_SKU_196883,112.18,117.51999999999998,0.00016521874620369087,0.00019636282072863913
G02C X Other gynecologicals,UNKNOWN_SKU_227753,106016.26,151199.82,0.21256845376636951,0.1855736482144838
G02C X Other gynecologicals,UNKNOWN_SKU_227754,14623.59,15391.229999999998,0.021638186888466925,0.025597516327144944
G02C X Other gynecologicals,UNKNOWN_SKU_26695,22244.43,22836.0,0.03210462294339249,0.038937234982178305
G02C X Other gynecologicals,UNKNOWN_SKU_30879,9889.960000000001,10980.369999999999,0.015437057217942658,0.017311645948416936
G02C X Other gynecologicals,UNKNOWN_SKU_315577,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_31746,4231.85,3560.9100000000008,0.005006203927367129,0.007407541477094773
G02C X Other gynecologicals,UNKNOWN_SKU_31747,12429.16,11500.51,0.016168310439950723,0.02175632837303951
G02C X Other gynecologicals,UNKNOWN_SKU_33063,8924.670000000002,9987.36,0.014041006612362954,0.015621976959103799
G02C X Other gynecologicals,UNKNOWN_SKU_33065,9100.15,8930.300000000001,0.012554909540697932,0.015929141763716573
G02C X Other gynecologicals,UNKNOWN_SKU_437161,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_451350,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_51054,73703.36,90783.92000000001,0.12763108779659785,0.12901229868763017
G02C X Other gynecologicals,UNKNOWN_SKU_718932,17769.17,27653.16,0.038876960719622676,0.031103622242883867
G02C X Other gynecologicals,UNKNOWN_SKU_718960,24119.94,13275.509999999998,0.01866374334083186,0.04222017698525166
G02C X Other gynecologicals,UNKNOWN_SKU_82936,0.0,0.0,0.0,0.0
G02C X Other gynecologicals,UNKNOWN_SKU_82937,0.0,0.0,0.0,0.0
"G03A A Progestogens and estrogens, fixed combinations",CHLORMADINONUM + ETHINYLESTRADIOLUM,75963.5,78970.79,0.03639079544658333,0.04102323389290132
"G03A A Progestogens and estrogens, fixed combinations",DESOGESTRELUM+ETHINYLESTRADIOLUM,245730.24000000002,225232.96,0.10379035812087589,0.13270385264079165
"G03A A Progestogens and estrogens, fixed combinations",DIENOGESTUM+ETHINYLESTRADIOLUM,247241.35,274800.62,0.12663179830180596,0.13351991060241666
"G03A A Progestogens and estrogens, fixed combinations",DROSPIRENON+ETHINYLESTRADIOLUM,424402.32999999996,452036.57000000007,0.20830449275289192,0.22919370550701706
"G03A A Progestogens and estrogens, fixed combinations",DROSPIRENONUM+ETHINYLESTRADIOLUM+ACIDUM LEVOMEFOLICUM,590308.2000000001,862920.3700000001,0.39764523909865923,0.31878930483057755
"G03A A Progestogens and estrogens, fixed combinations",ETHINYLESTRADIOLUM+GESTODENUM,199113.0,208676.05,0.09616071271606876,0.10752873643417249
"G03A A Progestogens and estrogens, fixed combinations",ETHINYLESTRADIOLUM+LEVONORGESTRELUM,62223.96000000001,66876.84,0.030817741655539747,0.03360334983014917
"G03A A Progestogens and estrogens, fixed combinations",NORELGESTROMINUM+ETHINYLESTRADIOLUM,6736.379999999999,561.75,0.00025886190757517033,0.0036379062619740087
"G03A B Progestogens and estrogens, seguential preparations",DIENOGESTUM+ESTRADIOLI VALERAS,225337.07,291051.34,0.981552099048184,0.9704195614046194
"G03A B Progestogens and estrogens, seguential preparations",ETHINYLESTRADIOLUM+LEVONORGESTRELUM,6868.75,5470.200000000001,0.018447900951816185,0.029580438595380596
G03A C Progestogens,DESOGESTRELUM,12362.01,16450.309999999998,0.7549958441589435,0.6960646086174103
G03A C Progestogens,MEDROXYPROGESTERONUM,5397.85,5338.3,0.24500415584105642,0.30393539138258974
G03A D Emergency contraceptives,LEVONORGESTRELUM,278073.33,341303.69,0.9990925714684494,0.9995050879005442
G03A D Emergency contraceptives,ULIPRISTAL,137.69,309.99,0.0009074285315506101,0.0004949120994560173
G03B A 3-oxoandrosten (4) derivatives,TESTOSTERONUM,43077.869999999995,52640.03,1.0,1.0
G03B B 5-androstanon (3) derivatives,MESTEROLONUM,5096.74,9543.48,1.0,1.0
"G03C A Natural and semisynthetic estrogens, plain",CYPROTERONUM+ESTRADIOLI VALERAS,915.3,0.0,0.0,0.006061515943217376
"G03C A Natural and semisynthetic estrogens, plain",ESTRADIOLI VALERAS,37533.840000000004,28688.989999999998,0.15636545916379632,0.24856546440529892
"G03C A Natural and semisynthetic estrogens, plain",ESTRADIOLUM,86747.3,116718.55000000002,0.636158667965743,0.5744784682410802
"G03C A Natural and semisynthetic estrogens, plain",ESTRIOLI SUCCINAS,25801.18,32224.530000000002,0.17563544167248585,0.17086667095359043
"G03C A Natural and semisynthetic estrogens, plain",PROMESTRIENUM,4.21,5841.889999999999,0.0318404311979749,2.7880456813006832e-05
"G03C B Synthetic estrogens, plain",HEXESTROLUM,0.0,0.0,nan,nan
G03C X Other estrogens,TIBOLONUM,4741.65,8166.199999999999,1.0,1.0
G03D A Pregnen (4) derivatives,HYDROXYPROGESTERONI CAPROAS,11253.620000000003,12115.95,0.01917679455200783,0.021196530891841477
G03D A Pregnen (4) derivatives,PROGESTERONUM,519664.39,619686.72,0.9808232054479921,0.9788034691081585
G03D B Pregnadien derivatives,DIENOGESTUM,118450.65000000001,160680.86,0.28757025908030265,0.2716144091742566
G03D B Pregnadien derivatives,DYDROGESTERONUM,317647.89999999997,398072.54,0.7124297409196972,0.7283855908257434
G03D C Estren derivatives,LYNESTRENOLUM,7620.710000000001,7154.68,0.053722303712411004,0.06391497785116228
G03D C Estren derivatives,NORETHISTERONUM,111611.28,126024.26999999999,0.9462776962875888,0.9360850221488378
"G03F A Progestogens and estrogens, combinations",DIENOGESTUM+ESTRADIOLI VALERAS,0.0,0.0,0.0,0.0
"G03F A Progestogens and estrogens, combinations",DROSPIRENON+ESTRADIOLUM,29281.909999999996,35672.630000000005,0.1560358205936439,0.1492244681383989
"G03F A Progestogens and estrogens, combinations",DYDROGESTERONUM+ESTRADIOLUM,166945.36,192945.58,0.8439641794063562,0.850775531861601
"G03F B Progestogens and estrogens, sequential preparations",DYDROGESTERONUM+ESTRADIOLUM,232149.00999999998,265090.23,0.9972142052173188,0.9997972403411272
"G03F B Progestogens and estrogens, sequential preparations",ESTRADIOLI VALERAS+LEVONORGESTRELUM,47.08,740.55,0.0027857947826809217,0.00020275965887280874
G03G A Gonadotropins,CHORIOGONADOTROPINUM ALFA,3152.99,5705.619999999999,0.36753850682851624,0.435266800205969
G03G A Gonadotropins,CORIFOLLITROPIN ALFA,19.54,337.17,0.021719455264698817,0.0026974754997715292
G03G A Gonadotropins,FOLLITROPIN DELTA,0.47,14.05,0.0009050578238544899,6.48829828501852e-05
G03G A Gonadotropins,FOLLITROPINUM ALFA,1551.7199999999998,2994.99,0.1929280520901038,0.21421323861338162
G03G A Gonadotropins,FOLLITROPINUM ALFA+LUTROPINUM ALFA,627.6700000000001,2645.87,0.17043881454817644,0.08664915286292713
G03G A Gonadotropins,FOLLITROPINUM BETA,1282.8100000000002,2368.86,0.15259468160967593,0.17709050900009804
G03G A Gonadotropins,GONADOTROPINUM CHORIONICUM,0.83,0.0,0.0,0.00011458058673543342
G03G A Gonadotropins,MENOTROPINUM*,607.7800000000001,1457.31,0.09387543183497413,0.08390336024826715
G03G A Gonadotropins,UROFOLLITROPINUM,0.0,0.0,0.0,0.0
"G03G B Ovulation stimulants, synthetic",CLOMIFENUM,7048.379999999999,10158.550000000001,1.0,1.0
"G03H A Antiandrogens, plain preparations",CYPROTERONUM,2649.6,2655.03,1.0,1.0
G03H B Antiandrogens and estrogens,CYPROTERONUM+ETHINYLESTRADIOLUM,80171.02,83919.03000000001,1.0,1.0
G03X A Antigonadotropins and similar agents,AGNUS CASTUS*&,177862.78,230083.2,0.47269451582346916,0.3743169627184996
G03X A Antigonadotropins and similar agents,CIMICIFUGA RACEMOSA*&,54302.98,82.12999999999998,0.00016873200904968946,0.11428206924553541
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_118656,0.0,0.23,4.725235855525215e-07,0.0
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_13966,15237.02,13397.120000000003,0.027523718167293033,0.032066714842088
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_13967,43121.71,40576.58,0.0833625698741684,0.09075078841356214
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_19107,2330.23,0.0,0.0,0.004904031163999176
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_3946,19166.760000000002,16341.86,0.03357354035564056,0.04033695744750211
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_439124,9.93,0.0,0.0,2.0897949755394024e-05
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_47233,118126.96000000002,138916.43999999997,0.2853969318303987,0.24860133684163546
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_59487,25592.690000000002,25524.050000000003,0.05243789401661668,0.0538604984617699
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_67585,4848.620000000001,5355.48,0.011002567878064423,0.010204050064753131
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_68713,1101.2900000000002,536.1,0.0011013908444117686,0.002317694167786293
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_68715,13465.26,15934.999999999998,0.032737666677301866,0.02833799868311349
G03X A Antigonadotropins and similar agents,UNKNOWN_SKU_74506,0.0,0.0,0.0,0.0
G03X B Progesterone receptor modulators,MIFEPRISTONUM,19935.22,9633.83,1.0,1.0
G03X B Progesterone receptor modulators,ULIPRISTAL,0.0,0.0,0.0,0.0
G04B C Urinary concrement solvents,ACIDUM CITRICUM+KALII HYDROCARBONATIS+SODIUM CITRAS*,28295.800000000003,42467.47,0.11902446923961872,0.06811470823259547
G04B C Urinary concrement solvents,AVISAN*+EQUISETUM ARVENSE*&+HYPERICUM PERFORATUM*&+POLYGONUM AVICULARE*&,94972.25999999998,93141.43999999999,0.2610494682215303,0.22862077693828042
G04B C Urinary concrement solvents,POLYGONUM AVICULARE*&,35255.01,43903.600000000006,0.12304954092411262,0.08486717887061809
G04B C Urinary concrement solvents,UNKNOWN_SKU_11918,60476.83999999999,63160.700000000004,0.177021819154821,0.145582111529957
G04B C Urinary concrement solvents,UNKNOWN_SKU_19512,715.8199999999999,1303.8899999999999,0.003654439861777648,0.0017231486809723166
G04B C Urinary concrement solvents,UNKNOWN_SKU_326585,71611.11000000002,72618.39,0.2035290853631176,0.17238494277816144
G04B C Urinary concrement solvents,UNKNOWN_SKU_4658,124084.39000000001,40200.64,0.11267117723502214,0.29870058528366705
G04B C Urinary concrement solvents,UNKNOWN_SKU_7849,2.72,0.0,0.0,6.547685748155545e-06
G04B C Urinary concrement solvents,UNKNOWN_SKU_84190,0.0,0.0,0.0,0.0
G04B D Drugs for urinary frequency and incontinence,MIRABEGRONUM,8774.09,13909.15,0.020516231130072088,0.014841397344330539
G04B D Drugs for urinary frequency and incontinence,OXYBUTYNINUM,262970.76,337637.24,0.4980206305891892,0.4448157631276387
G04B D Drugs for urinary frequency and incontinence,SOLIFENACINUM,115594.43000000001,182654.37000000002,0.2694182801851807,0.19552829597387336
G04B D Drugs for urinary frequency and incontinence,TOLTERODINUM,8337.98,2962.99,0.004370460285214575,0.014103716080993145
G04B D Drugs for urinary frequency and incontinence,TROSPII CHLORIDUM,10.52,8.86,1.3068649616435132e-05,1.779460890671936e-05
G04B D Drugs for urinary frequency and incontinence,UNKNOWN_SKU_170570,54024.85999999999,32308.26,0.04765522908089012,0.09138319913880859
G04B D Drugs for urinary frequency and incontinence,UNKNOWN_SKU_170571,138887.8,105448.75,0.15553868693465736,0.23492909533409287
G04B D Drugs for urinary frequency and incontinence,UNKNOWN_SKU_31745,2589.8500000000004,3028.72,0.004467413145179392,0.004380738391356192
G04B E Drugs used in erectile dysfunction,AVANAFILUM,16483.08,29959.399999999998,0.010994522031160603,0.007446563531065132
G04B E Drugs used in erectile dysfunction,SILDENAFILUM,2110121.26,2585992.1100000003,0.9490092333558916,0.9532897990449116
G04B E Drugs used in erectile dysfunction,TADALAFILUM,48765.14,63491.38999999999,0.02330011569470717,0.02203063463328974
G04B E Drugs used in erectile dysfunction,UDENAFILUM,9703.69,8147.62,0.002990019412655953,0.004383837490976286
G04B E Drugs used in erectile dysfunction,UNKNOWN_SKU_23430,0.0,0.0,0.0,0.0
G04B E Drugs used in erectile dysfunction,UNKNOWN_SKU_43832,14556.5,19662.570000000003,0.007215783996149375,0.0065761921946595895
G04B E Drugs used in erectile dysfunction,VARDENAFILUM,0.0,0.0,0.0,0.0
G04B E Drugs used in erectile dysfunction,YOHIMBINUM*,13885.32,17685.739999999998,0.00649032550943538,0.006272973105097426
G04B X Other urologicals,ABIES ALBA*&+DAUCUS CAROTA*&+HUMULUS LUPULUS*&+MENTHA PIPERITA+ORIGANUM VULG.*&,702495.8400000001,708320.15,0.17508544744953738,0.18536703877892977
G04B X Other urologicals,ANETHUM GRAVEOLENS+ARCTOSTAPHYLOS UVA-URSI+CALENDULA+ELEUTHEROCOCCUS SENTICOSUS+MENTHA PIPERITA,11249.369999999999,8061.0599999999995,0.0019925655044792496,0.0029683626383161625
G04B X Other urologicals,ARCTOSTAPHYLOS UVA-URSI*&,5731.79,7652.64,0.0018916105924280534,0.0015124430334031325
G04B X Other urologicals,BIDENS TRIPARTITES*&+HYPERICUM PERFORATUM*&+ROSA L.*&+VACCINIUM VITIS-IDAEA*&,9948.19,9113.53,0.002252719307639042,0.00262502126917956
G04B X Other urologicals,CENTAURIUM VULG. RAF./PULCHELLUM (SWARTZ) DRUCE*&+LEVISTICUM OFFICINALE&+ROSMARINUS OFFICINALIS*&,1584072.2199999997,1752667.1199999996,0.4332313671089153,0.41798792236743393
G04B X Other urologicals,DAPOXETINE,0.0,0.0,0.0,0.0
G04B X Other urologicals,LESPEDEZA BICOLOR,21319.26,49505.770000000004,0.012237037011842575,0.005625496793202484
G04B X Other urologicals,PROSTATILENUM*,61059.48,70015.88,0.01730680918561065,0.016111718180397035
G04B X Other urologicals,SAMBUCUS+HYPERICUM+TILIA+ARCTOSTAPHYLOS+EQUISETUM*&,0.0,0.0,0.0,0.0
G04B X Other urologicals,SODIUM CITRAS*,171756.36000000002,177162.0,0.04379162168555411,0.04532121904757161
G04B X Other urologicals,SOLIDAGO VIRGAUREA&,23427.42,25835.079999999998,0.006386019855138377,0.006181775356321361
G04B X Other urologicals,TRIBULUS TERRESTRIS*&,12169.400000000001,14797.900000000001,0.0036578049386474594,0.0032111302491361483
G04B X Other urologicals,UNKNOWN_SKU_10006,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_110103,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_110698,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_110699,4038.95,4051.91,0.001001567547351653,0.0010657546403067073
G04B X Other urologicals,UNKNOWN_SKU_11151,2944.59,3219.28,0.0007957546870088994,0.000776986706025261
G04B X Other urologicals,UNKNOWN_SKU_118669,0.12,0.0,0.0,3.166430800995429e-08
G04B X Other urologicals,UNKNOWN_SKU_134730,66.69000000000001,1.69,4.1774105422487014e-07,1.75974391765321e-05
G04B X Other urologicals,UNKNOWN_SKU_138248,531823.11,584913.21,0.14458121951210226,0.14033175634876502
G04B X Other urologicals,UNKNOWN_SKU_13957,8023.85,6596.089999999999,0.0016304482783207831,0.002117247148547265
G04B X Other urologicals,UNKNOWN_SKU_13958,23043.06,18960.82,0.004686812388028404,0.006080354577765478
G04B X Other urologicals,UNKNOWN_SKU_145471,1285.2500000000002,64.13,1.585191349552717e-05,0.0003391379322482813
G04B X Other urologicals,UNKNOWN_SKU_145472,14479.32,421.26000000000005,0.00010412875532708213,0.0038206470687890946
G04B X Other urologicals,UNKNOWN_SKU_187316,16370.859999999999,23055.739999999998,0.005699011321618051,0.004319766278565336
G04B X Other urologicals,UNKNOWN_SKU_193451,100.86999999999999,0.0,0.0,2.6616489574700743e-05
G04B X Other urologicals,UNKNOWN_SKU_193452,6088.62,6236.17,0.0015414817929736736,0.0016065994919630658
G04B X Other urologicals,UNKNOWN_SKU_193465,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_193466,13128.98,15747.1,0.0038924320443694984,0.0034643338881377474
G04B X Other urologicals,UNKNOWN_SKU_197612,55140.58,45498.64,0.0112465383665076,0.014549902574729379
G04B X Other urologicals,UNKNOWN_SKU_198711,17889.449999999997,14689.279999999999,0.00363095580651142,0.004720475457738973
G04B X Other urologicals,UNKNOWN_SKU_33730,3467.3700000000003,3707.1800000000003,0.0009163557878114522,0.0009149322638706269
G04B X Other urologicals,UNKNOWN_SKU_445158,164.76,225.23,5.567326487755473e-05,4.347509489766724e-05
G04B X Other urologicals,UNKNOWN_SKU_44708,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_452160,0.0,14.629999999999999,3.6163027356863015e-06,0.0
G04B X Other urologicals,UNKNOWN_SKU_460954,1092.96,1370.64,0.0003388003541791574,0.0002883985173546637
G04B X Other urologicals,UNKNOWN_SKU_66474,45.48,8.75,2.162860487850659e-06,1.2000772735772676e-05
G04B X Other urologicals,UNKNOWN_SKU_66475,9834.04,8303.16,0.0020524087643773803,0.002594900596185091
G04B X Other urologicals,UNKNOWN_SKU_70314,3370.330000000001,3478.62,0.0008598594000282353,0.0008893263934599107
G04B X Other urologicals,UNKNOWN_SKU_739610,42589.88999999999,53427.310000000005,0.013206379173845532,0.011238161625583934
G04B X Other urologicals,UNKNOWN_SKU_76377,51707.9,46503.45999999999,0.011494913849410695,0.013644123934565964
G04B X Other urologicals,UNKNOWN_SKU_88889,0.0,0.0,0.0,0.0
G04B X Other urologicals,UNKNOWN_SKU_95423,379829.6,381942.95000000007,0.09441020744778514,0.10022534538081444
